,Pclass,Age,Parch,Fare,relatives,sex_female,sex_male,alone_No,alone_Yes,emb_C,emb_Q,emb_S,deck_0,deck_1,deck_2,deck_3,deck_4,deck_5,deck_6,deck_7,deck_8
313,3,28,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
314,2,43,1,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
315,3,26,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
316,2,24,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
317,2,54,0,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,1,31,2,164,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
319,1,40,1,134,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
320,3,22,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
321,3,27,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
322,2,30,0,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
323,2,22,1,29,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
324,3,19,2,69,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
325,1,36,0,135,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
326,3,61,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
327,2,36,0,13,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
328,3,31,1,20,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
329,1,16,1,57,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
330,3,25,0,23,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
331,1,45,0,28,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
332,1,38,1,153,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
333,3,16,0,18,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
334,1,35,0,133,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
335,3,17,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,1,29,0,66,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
337,1,41,0,134,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
338,3,45,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
339,1,45,0,35,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
340,2,2,1,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341,1,24,2,263,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
342,2,28,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
343,2,25,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2,36,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2,24,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
346,2,40,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
347,3,33,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
348,3,3,1,15,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
349,3,42,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
350,3,23,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
351,1,34,0,35,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
352,3,15,1,7,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
353,3,25,0,17,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
354,3,16,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
355,3,28,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
356,1,22,1,55,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
357,2,38,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
358,3,35,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
359,3,34,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
360,3,40,4,27,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
361,2,29,0,27,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
362,3,45,1,14,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
363,3,35,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
364,3,19,0,15,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
365,3,30,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
366,1,60,0,75,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
367,3,36,0,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
368,3,18,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
369,1,24,0,69,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
370,1,25,0,55,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
371,3,18,0,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
372,3,19,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
373,1,22,0,135,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
374,3,3,1,21,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
375,1,21,0,82,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
376,3,22,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
377,1,27,2,211,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
378,3,20,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
379,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
380,1,42,0,227,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
381,3,1,2,15,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
382,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
383,1,35,0,52,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
384,3,35,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
385,2,18,0,73,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
386,3,1,2,46,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
387,2,36,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
388,3,35,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
389,2,17,0,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
390,1,36,2,120,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
391,3,21,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
392,3,28,0,7,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
393,1,23,0,113,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
394,3,24,2,16,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
395,3,22,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
396,3,31,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
397,2,46,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
398,2,23,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
399,2,28,0,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
400,3,39,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
401,3,26,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
402,3,21,0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
403,3,28,0,15,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
404,3,20,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
405,2,34,0,21,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
406,3,51,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
407,2,3,1,18,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
408,3,21,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
409,3,39,1,25,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
410,3,20,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
411,3,20,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
412,1,33,0,90,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
413,2,37,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
414,3,44,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
415,3,34,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
416,2,34,1,32,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
417,2,18,2,13,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
418,2,30,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
419,3,10,2,24,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
420,3,35,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
421,3,21,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
422,3,29,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
423,3,28,1,14,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
424,3,18,1,20,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
425,3,41,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
426,2,28,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
427,2,19,0,26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
428,3,28,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
429,3,32,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
430,1,28,0,26,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
431,3,22,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
432,2,42,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
433,3,17,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
434,1,50,0,55,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
435,1,14,2,120,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
436,3,21,2,34,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
437,2,24,3,18,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
438,1,64,4,263,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
439,2,31,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
440,2,45,1,26,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
441,3,20,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
442,3,25,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
443,2,28,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
444,3,37,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
445,1,4,2,81,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
446,2,13,1,19,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
447,1,34,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
448,3,5,1,19,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
449,1,52,0,30,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
450,2,36,2,27,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
451,3,28,0,19,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
452,1,30,0,27,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
453,1,49,0,89,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
454,3,35,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
455,3,29,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
456,1,65,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
457,1,39,0,51,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
458,2,50,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
459,3,43,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
460,1,48,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
461,3,34,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
462,1,47,0,38,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
463,2,48,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
464,3,15,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
465,3,38,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
466,2,29,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
467,1,56,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
468,3,37,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
469,3,0,1,19,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
470,3,28,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
471,3,38,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
472,2,33,2,27,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
473,2,23,0,13,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
474,3,22,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
475,1,32,0,52,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
476,2,34,0,21,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
477,3,29,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
478,3,22,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
479,3,2,1,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
480,3,9,2,46,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
481,2,28,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
482,3,50,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
483,3,63,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
484,1,25,0,91,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
485,3,26,1,25,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
486,1,35,0,90,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
487,1,58,0,29,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
488,3,30,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
489,3,9,1,15,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
490,3,37,0,19,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
491,3,21,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
492,1,55,0,30,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
493,1,71,0,49,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
494,3,21,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
495,3,43,0,14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
496,1,54,0,78,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
497,3,39,0,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
498,1,25,2,151,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
499,3,24,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
500,3,17,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
501,3,21,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
502,3,36,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
503,3,37,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
504,1,16,0,86,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
505,1,18,0,108,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
506,2,33,2,26,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
507,1,31,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
508,3,28,0,22,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
509,3,26,0,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
510,3,29,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
511,3,18,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
512,1,36,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
513,1,54,0,59,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
514,3,24,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
515,1,47,0,34,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
516,2,34,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
517,3,21,0,24,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
518,2,36,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
519,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
520,1,30,0,93,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
521,3,22,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
522,3,35,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
523,1,44,1,57,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
524,3,27,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
525,3,40,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
526,2,50,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
527,1,34,0,221,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
528,3,39,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
529,2,23,1,11,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
530,2,2,1,26,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
531,3,42,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
532,3,17,1,7,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
533,3,31,2,22,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
534,3,30,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
535,2,7,2,26,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
536,1,45,0,26,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
537,1,30,0,106,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
538,3,23,0,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
539,1,22,2,49,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
540,1,36,2,71,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
541,3,9,2,31,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
542,3,11,2,31,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
543,2,32,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
544,1,50,0,106,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
545,1,64,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
546,2,19,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
547,2,31,0,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
548,3,33,1,20,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
549,2,8,1,36,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
550,1,17,2,110,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
551,2,27,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
552,3,16,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
553,3,22,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
554,3,22,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
555,1,62,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
556,1,48,0,39,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
557,1,32,0,227,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
558,1,39,1,79,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
559,3,36,0,17,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
560,3,21,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
561,3,40,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
562,2,28,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
563,3,23,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
564,3,27,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
565,3,24,0,24,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
566,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
567,3,29,4,21,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
568,3,35,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
569,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
570,2,62,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
571,1,53,0,51,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
572,1,36,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
573,3,27,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
574,3,16,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
575,3,19,0,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
576,2,34,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
577,1,39,0,55,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
578,3,36,0,14,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
579,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
580,2,25,1,30,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
581,1,39,1,110,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
582,2,54,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
583,1,36,0,40,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
584,3,42,0,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
585,1,18,2,79,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
586,2,47,0,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
587,1,60,1,79,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
588,3,22,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
589,3,17,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
590,3,35,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
591,1,52,0,78,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
592,3,47,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
593,3,18,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
594,2,37,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
595,3,36,1,24,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
596,2,40,0,33,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
597,3,49,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
598,3,22,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
599,1,49,0,56,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
600,2,24,1,27,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
601,3,17,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
602,1,25,0,42,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
603,3,44,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
604,1,35,0,26,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
605,3,36,0,15,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
606,3,30,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
607,1,27,0,30,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
608,2,22,2,41,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
609,1,40,0,153,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
610,3,39,5,31,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
611,3,31,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
612,3,39,0,15,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
613,3,33,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
614,3,35,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
615,2,24,2,65,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
616,3,34,1,14,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
617,3,26,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
618,2,4,1,39,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
619,2,26,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
620,3,27,0,14,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
621,1,42,0,52,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
622,3,20,1,15,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
623,3,21,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
624,3,21,0,16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
625,1,61,0,32,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
626,2,57,0,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
627,1,21,0,77,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
